filename,folder,latitude,longitude,year,month,day
IMG_20240325_140556329_HDR.jpg,photos,49.37858055555556,10.184216666666666,2024,3,25
IMG_20240502_174126169-edited.jpg,photos,48.20275,16.36895277777778,2024,5,2
IMG_20240325_162654737_HDR.jpg,photos,49.37801388888889,10.179894444444443,2024,3,25
IMG_20240222_114825419.jpg,photos,41.89458333333333,12.485205555555554,2024,2,22
IMG_20240621_103811647.jpg,photos,51.166275,13.679655555555556,2024,6,21
IMG_20240531_130959569_HDR.jpg,photos,45.432744444444445,12.3496,2024,5,31
IMG_20240501_181738668.jpg,photos,48.19525833333333,16.38424722222222,2024,5,1
IMG_20240818_165520125.jpg,photos,43.07927777777778,10.678908333333332,2024,8,18
IMG_20241020_132408823_HDR.jpg,photos,51.063563888888886,17.073158333333332,2024,10,20
IMG_20240518_131355621.jpg,photos,51.78753333333333,16.671072222222225,2024,5,18
IMG_20240518_134431859.jpg,photos,51.78855,16.670091666666668,2024,5,18
IMG_20240324_124834523_HDR.jpg,photos,47.50717222222222,9.77941388888889,2024,3,24
IMG_20240816_152820415.jpg,photos,42.99008611111111,10.491713888888889,2024,8,16
IMG_20240819_101405494.jpg,photos,42.92355555555555,10.521719444444445,2024,8,19
IMG_20240816_152741551.jpg,photos,42.99008611111111,10.491713888888889,2024,8,16
IMG_20240326_102536037.jpg,photos,48.13694722222222,11.576694444444444,2024,3,26
IMG_20240819_100617275.jpg,photos,42.922625,10.523611111111112,2024,8,19
IMG_20240531_162815755.jpg,photos,45.43046111111111,12.32976388888889,2024,5,31
IMG_20240819_114105012.jpg,photos,42.92143055555555,10.52776388888889,2024,8,19
IMG_20241027_133128125.jpg,photos,51.111275,17.077302777777778,2024,10,27
IMG_20240325_160858317.jpg,photos,49.377658333333336,10.177366666666666,2024,3,25
IMG_20240224_142120316_HDR.jpg,photos,41.90235277777778,12.458169444444444,2024,2,24
IMG_20240324_130745973.jpg,photos,47.506775,9.777533333333334,2024,3,24
IMG_20240812_201204327.jpg,photos,43.871675,10.23964722222222,2024,8,12
IMG_20240818_170435366.jpg,photos,43.076344444444445,10.678844444444444,2024,8,18
IMG_20240325_154543082.jpg,photos,49.37573888888889,10.178808333333333,2024,3,25
IMG_20240425_180320113.jpg,photos,51.10353611111111,16.942891666666668,2024,4,25
IMG_20240224_101614284_HDR.jpg,photos,41.89848055555556,12.485444444444443,2024,2,24
IMG_20240225_103722832.jpg,photos,41.90638333333333,12.45595,2024,2,25
IMG_20240816_145011118.jpg,photos,42.98918611111111,10.490597222222222,2024,8,16
IMG_20240531_103446689.jpg,photos,45.43219722222222,12.3499,2024,5,31
IMG_20241020_124839669_HDR.jpg,photos,51.06376944444444,17.072444444444443,2024,10,20
IMG_20240818_173419441.jpg,photos,43.07866111111112,10.67948611111111,2024,8,18
IMG_20240529_203015511_HDR.jpg,photos,45.437863888888884,12.335461111111112,2024,5,29
IMG_20240808_082056036_HDR.jpg,photos,43.87184444444444,10.24411111111111,2024,8,8
IMG_20240531_092247580.jpg,photos,45.442299999999996,12.339244444444445,2024,5,31
IMG_20240224_102225454.jpg,photos,41.89761388888889,12.485397222222222,2024,2,24
IMG_20240501_110845050_HDR.jpg,photos,48.20608888888889,16.370530555555558,2024,5,1
IMG_20240419_113530682.jpg,photos,51.08081111111112,16.97462222222222,2024,4,19
IMG_20240519_113249009_HDR.jpg,photos,51.47515277777778,17.408466666666666,2024,5,19
IMG_20240518_142157622.jpg,photos,51.78774722222222,16.67201388888889,2024,5,18
IMG_20240601_205050195_BURST000_COVER_TOP.jpg,photos,50.041355555555555,8.560500000000001,2024,6,1
IMG_20240810_175310569_HDR-EFFECTS-edited.jpg,photos,43.87847222222222,10.250130555555556,2024,8,10
IMG_20240816_153336563.jpg,photos,42.989733333333334,10.49158611111111,2024,8,16
IMG_20240819_104005871.jpg,photos,42.92397222222222,10.527658333333335,2024,8,19
IMG_20240816_203708383.jpg,photos,42.97809166666667,10.531927777777778,2024,8,16
IMG_20240815_182401085.jpg,photos,42.92180833333333,10.529086111111113,2024,8,15
IMG_20240816_152217928.jpg,photos,42.9871,10.489494444444444,2024,8,16
IMG_20240324_132415410.jpg,photos,47.506005555555554,9.779152777777778,2024,3,24
IMG_20240222_205735525.jpg,photos,41.93465,12.45346111111111,2024,2,22
IMG_20240820_081754632_HDR~2.jpg,photos,43.69879722222222,10.403969444444444,2024,8,20
IMG_20240222_152647764.jpg,photos,41.90087222222222,12.483219444444444,2024,2,22
IMG_20240530_123608487.jpg,photos,45.434261111111105,12.340855555555557,2024,5,30
IMG_20240818_084548713.jpg,photos,42.994011111111114,10.512694444444444,2024,8,18
IMG_20240223_100414086.jpg,photos,41.890233333333335,12.491991666666665,2024,2,23
IMG_20240501_113850757.jpg,photos,48.20444444444445,16.369369444444445,2024,5,1
IMG_20240116_114505479_HDR.jpg,photos,51.10712777777778,17.024830555555553,2024,1,16
IMG_20240714_113502692_HDR.jpg,photos,51.149252777777775,16.859408333333334,2024,7,14
