filename,folder,latitude,longitude,year,month,day
IMG_20250426_134801192_HDR.jpg,photos,51.03440277777778,16.989675000000002,2025,4,26
IMG_20250322_122530636.jpg,photos,51.121272222222224,16.844608333333333,2025,3,22
IMG_20250503_113740273_HDR.jpg,photos,51.192569444444445,16.917727777777777,2025,5,3
IMG_20250322_141238804.jpg,photos,51.12206111111111,16.841741666666664,2025,3,22
IMG_20250420_114522394.jpg,photos,51.21463333333334,16.806619444444443,2025,4,20
IMG_20250330_123510119_HDR.jpg,photos,51.209633333333336,17.376797222222223,2025,3,30
IMG_20250501_150538716.jpg,photos,50.80365555555555,16.50741111111111,2025,5,1
IMG_20250322_122441618.jpg,photos,51.12119166666667,16.84454722222222,2025,3,22
IMG_20250322_134700894_HDR.jpg,photos,51.11408333333333,16.83175,2025,3,22
IMG_20250308_122749808.jpg,photos,51.104680555555554,17.038669444444444,2025,3,8
IMG_20250112_073436624.jpg,photos,51.09706388888889,17.03607777777778,2025,1,12
IMG_20250330_123750885.jpg,photos,51.209205555555556,17.37778888888889,2025,3,30
IMG_20250330_105110823_HDR.jpg,photos,51.17193333333333,17.115405555555558,2025,3,30
IMG_20250117_162501693.jpg,photos,52.23091111111111,21.003516666666666,2025,1,17
IMG_20250420_115713196_HDR.jpg,photos,51.19790833333333,16.79491388888889,2025,4,20
IMG_20250322_122918566_HDR.jpg,photos,51.12085,16.844669444444442,2025,3,22
IMG_20250501_152057501_HDR.jpg,photos,50.80316666666666,16.508433333333333,2025,5,1
IMG_20250420_114333711.jpg,photos,51.214419444444445,16.806130555555555,2025,4,20
IMG_20250420_115823681_HDR.jpg,photos,51.19790833333333,16.79491388888889,2025,4,20
IMG_20250501_123137190.jpg,photos,50.88706388888889,16.70811388888889,2025,5,1
IMG_20250330_130542550.jpg,photos,51.20786666666667,17.374047222222224,2025,3,30
IMG_20250419_131630938.jpg,photos,51.057649999999995,17.07429722222222,2025,4,19
IMG_20250215_132813902.jpg,photos,51.10850833333333,17.04411388888889,2025,2,15
IMG_20250322_125107737.jpg,photos,51.12141944444444,16.844194444444444,2025,3,22
IMG_20250420_110243132.jpg,photos,51.110475,16.81567777777778,2025,4,20
IMG_20250418_102424286_HDR.jpg,photos,51.08312222222222,16.976516666666665,2025,4,18
IMG_20250421_124045197.jpg,photos,51.05213055555555,16.997583333333335,2025,4,21
IMG_20250426_121648520_HDR.jpg,photos,51.03423333333333,16.99006388888889,2025,4,26
IMG_20250426_134206179_HDR.jpg,photos,51.03545277777778,16.98906388888889,2025,4,26
IMG_20250322_124241957_HDR.jpg,photos,51.120308333333334,16.843766666666667,2025,3,22
IMG_20250501_123252967.jpg,photos,50.887141666666665,16.708069444444444,2025,5,1
IMG_20250328_174441240_HDR.jpg,photos,51.09383888888889,17.062319444444444,2025,3,28
IMG_20250330_123724927.jpg,photos,51.20933333333333,17.37775,2025,3,30
IMG_20250330_125415404.jpg,photos,51.20769722222222,17.369033333333334,2025,3,30
IMG_20250503_120501645.jpg,photos,51.161316666666664,16.943216666666668,2025,5,3
IMG_20250503_112703460.jpg,photos,51.17889722222222,16.90845,2025,5,3
